"chr"	"start"	"end"	"wgs_block"	"file_name"
"1"	"15450001"	"15500000"	"b309"	"ukb24304_c1_b309_v1.vcf.gz"
"1"	"15500001"	"15550000"	"b310"	"ukb24304_c1_b310_v1.vcf.gz"
"1"	"15550001"	"15600000"	"b311"	"ukb24304_c1_b311_v1.vcf.gz"
"1"	"15600001"	"15650000"	"b312"	"ukb24304_c1_b312_v1.vcf.gz"
"1"	"15650001"	"15700000"	"b313"	"ukb24304_c1_b313_v1.vcf.gz"
"1"	"15700001"	"15750000"	"b314"	"ukb24304_c1_b314_v1.vcf.gz"
"1"	"15750001"	"15800000"	"b315"	"ukb24304_c1_b315_v1.vcf.gz"
"1"	"15800001"	"15850000"	"b316"	"ukb24304_c1_b316_v1.vcf.gz"
"1"	"15850001"	"15900000"	"b317"	"ukb24304_c1_b317_v1.vcf.gz"
"1"	"15900001"	"15950000"	"b318"	"ukb24304_c1_b318_v1.vcf.gz"
"1"	"15950001"	"1.6e+07"	"b319"	"ukb24304_c1_b319_v1.vcf.gz"
"1"	"16000001"	"16050000"	"b320"	"ukb24304_c1_b320_v1.vcf.gz"
"1"	"16050001"	"16100000"	"b321"	"ukb24304_c1_b321_v1.vcf.gz"
"1"	"16100001"	"16150000"	"b322"	"ukb24304_c1_b322_v1.vcf.gz"
"1"	"16150001"	"16200000"	"b323"	"ukb24304_c1_b323_v1.vcf.gz"
"1"	"16200001"	"16250000"	"b324"	"ukb24304_c1_b324_v1.vcf.gz"
"1"	"16250001"	"16300000"	"b325"	"ukb24304_c1_b325_v1.vcf.gz"
"1"	"16300001"	"16350000"	"b326"	"ukb24304_c1_b326_v1.vcf.gz"
"1"	"16350001"	"16400000"	"b327"	"ukb24304_c1_b327_v1.vcf.gz"
"1"	"16400001"	"16450000"	"b328"	"ukb24304_c1_b328_v1.vcf.gz"
"1"	"16450001"	"16500000"	"b329"	"ukb24304_c1_b329_v1.vcf.gz"
"1"	"16500001"	"16550000"	"b330"	"ukb24304_c1_b330_v1.vcf.gz"
"1"	"16550001"	"16600000"	"b331"	"ukb24304_c1_b331_v1.vcf.gz"
"1"	"16600001"	"16650000"	"b332"	"ukb24304_c1_b332_v1.vcf.gz"
"1"	"16650001"	"16700000"	"b333"	"ukb24304_c1_b333_v1.vcf.gz"
"1"	"16700001"	"16750000"	"b334"	"ukb24304_c1_b334_v1.vcf.gz"
"1"	"16750001"	"16800000"	"b335"	"ukb24304_c1_b335_v1.vcf.gz"
"1"	"16800001"	"16850000"	"b336"	"ukb24304_c1_b336_v1.vcf.gz"
"1"	"16850001"	"16900000"	"b337"	"ukb24304_c1_b337_v1.vcf.gz"
"1"	"16900001"	"16950000"	"b338"	"ukb24304_c1_b338_v1.vcf.gz"
"1"	"16950001"	"1.7e+07"	"b339"	"ukb24304_c1_b339_v1.vcf.gz"
"1"	"17000001"	"17050000"	"b340"	"ukb24304_c1_b340_v1.vcf.gz"
"1"	"17050001"	"17100000"	"b341"	"ukb24304_c1_b341_v1.vcf.gz"
"1"	"17100001"	"17150000"	"b342"	"ukb24304_c1_b342_v1.vcf.gz"
"1"	"17150001"	"17200000"	"b343"	"ukb24304_c1_b343_v1.vcf.gz"
"1"	"17200001"	"17250000"	"b344"	"ukb24304_c1_b344_v1.vcf.gz"
"1"	"17250001"	"17300000"	"b345"	"ukb24304_c1_b345_v1.vcf.gz"
"1"	"17300001"	"17350000"	"b346"	"ukb24304_c1_b346_v1.vcf.gz"
"1"	"17350001"	"17400000"	"b347"	"ukb24304_c1_b347_v1.vcf.gz"
"1"	"17400001"	"17450000"	"b348"	"ukb24304_c1_b348_v1.vcf.gz"
"1"	"17450001"	"17500000"	"b349"	"ukb24304_c1_b349_v1.vcf.gz"
"1"	"17500001"	"17550000"	"b350"	"ukb24304_c1_b350_v1.vcf.gz"
"1"	"17550001"	"17600000"	"b351"	"ukb24304_c1_b351_v1.vcf.gz"
"1"	"17600001"	"17650000"	"b352"	"ukb24304_c1_b352_v1.vcf.gz"
"1"	"17650001"	"17700000"	"b353"	"ukb24304_c1_b353_v1.vcf.gz"
"1"	"17700001"	"17750000"	"b354"	"ukb24304_c1_b354_v1.vcf.gz"
"1"	"17750001"	"17800000"	"b355"	"ukb24304_c1_b355_v1.vcf.gz"
"1"	"17800001"	"17850000"	"b356"	"ukb24304_c1_b356_v1.vcf.gz"
"1"	"17850001"	"17900000"	"b357"	"ukb24304_c1_b357_v1.vcf.gz"
"1"	"17900001"	"17950000"	"b358"	"ukb24304_c1_b358_v1.vcf.gz"
"1"	"17950001"	"1.8e+07"	"b359"	"ukb24304_c1_b359_v1.vcf.gz"
"1"	"18000001"	"18050000"	"b360"	"ukb24304_c1_b360_v1.vcf.gz"
"1"	"18050001"	"18100000"	"b361"	"ukb24304_c1_b361_v1.vcf.gz"
"1"	"18100001"	"18150000"	"b362"	"ukb24304_c1_b362_v1.vcf.gz"
"1"	"18150001"	"18200000"	"b363"	"ukb24304_c1_b363_v1.vcf.gz"
"1"	"18200001"	"18250000"	"b364"	"ukb24304_c1_b364_v1.vcf.gz"
"1"	"18250001"	"18300000"	"b365"	"ukb24304_c1_b365_v1.vcf.gz"
"1"	"18300001"	"18350000"	"b366"	"ukb24304_c1_b366_v1.vcf.gz"
"1"	"18350001"	"18400000"	"b367"	"ukb24304_c1_b367_v1.vcf.gz"
"1"	"18400001"	"18450000"	"b368"	"ukb24304_c1_b368_v1.vcf.gz"
"1"	"18450001"	"18500000"	"b369"	"ukb24304_c1_b369_v1.vcf.gz"
"1"	"18500001"	"18550000"	"b370"	"ukb24304_c1_b370_v1.vcf.gz"
"1"	"18550001"	"18600000"	"b371"	"ukb24304_c1_b371_v1.vcf.gz"
"1"	"18600001"	"18650000"	"b372"	"ukb24304_c1_b372_v1.vcf.gz"
"1"	"18650001"	"18700000"	"b373"	"ukb24304_c1_b373_v1.vcf.gz"
"1"	"18700001"	"18750000"	"b374"	"ukb24304_c1_b374_v1.vcf.gz"
"1"	"18750001"	"18800000"	"b375"	"ukb24304_c1_b375_v1.vcf.gz"
"1"	"18800001"	"18850000"	"b376"	"ukb24304_c1_b376_v1.vcf.gz"
"1"	"18850001"	"18900000"	"b377"	"ukb24304_c1_b377_v1.vcf.gz"
"1"	"18900001"	"18950000"	"b378"	"ukb24304_c1_b378_v1.vcf.gz"
"1"	"18950001"	"1.9e+07"	"b379"	"ukb24304_c1_b379_v1.vcf.gz"
"1"	"19000001"	"19050000"	"b380"	"ukb24304_c1_b380_v1.vcf.gz"
"1"	"19050001"	"19100000"	"b381"	"ukb24304_c1_b381_v1.vcf.gz"
"1"	"19100001"	"19150000"	"b382"	"ukb24304_c1_b382_v1.vcf.gz"
"1"	"19150001"	"19200000"	"b383"	"ukb24304_c1_b383_v1.vcf.gz"
"1"	"19200001"	"19250000"	"b384"	"ukb24304_c1_b384_v1.vcf.gz"
"1"	"19250001"	"19300000"	"b385"	"ukb24304_c1_b385_v1.vcf.gz"
"1"	"19300001"	"19350000"	"b386"	"ukb24304_c1_b386_v1.vcf.gz"
"1"	"19350001"	"19400000"	"b387"	"ukb24304_c1_b387_v1.vcf.gz"
"1"	"19400001"	"19450000"	"b388"	"ukb24304_c1_b388_v1.vcf.gz"
"1"	"19450001"	"19500000"	"b389"	"ukb24304_c1_b389_v1.vcf.gz"
"1"	"19500001"	"19550000"	"b390"	"ukb24304_c1_b390_v1.vcf.gz"
"1"	"19550001"	"19600000"	"b391"	"ukb24304_c1_b391_v1.vcf.gz"
"1"	"19600001"	"19650000"	"b392"	"ukb24304_c1_b392_v1.vcf.gz"
"1"	"19650001"	"19700000"	"b393"	"ukb24304_c1_b393_v1.vcf.gz"
"1"	"19700001"	"19750000"	"b394"	"ukb24304_c1_b394_v1.vcf.gz"
"1"	"19750001"	"19800000"	"b395"	"ukb24304_c1_b395_v1.vcf.gz"
"1"	"19800001"	"19850000"	"b396"	"ukb24304_c1_b396_v1.vcf.gz"
"1"	"19850001"	"19900000"	"b397"	"ukb24304_c1_b397_v1.vcf.gz"
"1"	"19900001"	"19950000"	"b398"	"ukb24304_c1_b398_v1.vcf.gz"
"1"	"19950001"	"2e+07"	"b399"	"ukb24304_c1_b399_v1.vcf.gz"
"1"	"20000001"	"20050000"	"b400"	"ukb24304_c1_b400_v1.vcf.gz"
"1"	"20050001"	"20100000"	"b401"	"ukb24304_c1_b401_v1.vcf.gz"
"1"	"20100001"	"20150000"	"b402"	"ukb24304_c1_b402_v1.vcf.gz"
"1"	"20150001"	"20200000"	"b403"	"ukb24304_c1_b403_v1.vcf.gz"
"1"	"20200001"	"20250000"	"b404"	"ukb24304_c1_b404_v1.vcf.gz"
"1"	"20250001"	"20300000"	"b405"	"ukb24304_c1_b405_v1.vcf.gz"
"1"	"20300001"	"20350000"	"b406"	"ukb24304_c1_b406_v1.vcf.gz"
"1"	"20350001"	"20400000"	"b407"	"ukb24304_c1_b407_v1.vcf.gz"
"1"	"20400001"	"20450000"	"b408"	"ukb24304_c1_b408_v1.vcf.gz"
"1"	"20450001"	"20500000"	"b409"	"ukb24304_c1_b409_v1.vcf.gz"
"1"	"20500001"	"20550000"	"b410"	"ukb24304_c1_b410_v1.vcf.gz"
"1"	"20550001"	"20600000"	"b411"	"ukb24304_c1_b411_v1.vcf.gz"
"1"	"20600001"	"20650000"	"b412"	"ukb24304_c1_b412_v1.vcf.gz"
"1"	"20650001"	"20700000"	"b413"	"ukb24304_c1_b413_v1.vcf.gz"
"1"	"20700001"	"20750000"	"b414"	"ukb24304_c1_b414_v1.vcf.gz"
"1"	"20750001"	"20800000"	"b415"	"ukb24304_c1_b415_v1.vcf.gz"
"1"	"20800001"	"20850000"	"b416"	"ukb24304_c1_b416_v1.vcf.gz"
"1"	"20850001"	"20900000"	"b417"	"ukb24304_c1_b417_v1.vcf.gz"
"1"	"20900001"	"20950000"	"b418"	"ukb24304_c1_b418_v1.vcf.gz"
"1"	"20950001"	"2.1e+07"	"b419"	"ukb24304_c1_b419_v1.vcf.gz"
"1"	"21000001"	"21050000"	"b420"	"ukb24304_c1_b420_v1.vcf.gz"
"1"	"21050001"	"21100000"	"b421"	"ukb24304_c1_b421_v1.vcf.gz"
"1"	"21100001"	"21150000"	"b422"	"ukb24304_c1_b422_v1.vcf.gz"
"1"	"21150001"	"21200000"	"b423"	"ukb24304_c1_b423_v1.vcf.gz"
"1"	"21200001"	"21250000"	"b424"	"ukb24304_c1_b424_v1.vcf.gz"
"1"	"21250001"	"21300000"	"b425"	"ukb24304_c1_b425_v1.vcf.gz"
"1"	"21300001"	"21350000"	"b426"	"ukb24304_c1_b426_v1.vcf.gz"
"1"	"21350001"	"21400000"	"b427"	"ukb24304_c1_b427_v1.vcf.gz"
"1"	"21400001"	"21450000"	"b428"	"ukb24304_c1_b428_v1.vcf.gz"
"1"	"21450001"	"21500000"	"b429"	"ukb24304_c1_b429_v1.vcf.gz"
"1"	"21500001"	"21550000"	"b430"	"ukb24304_c1_b430_v1.vcf.gz"
"1"	"21550001"	"21600000"	"b431"	"ukb24304_c1_b431_v1.vcf.gz"
"1"	"21600001"	"21650000"	"b432"	"ukb24304_c1_b432_v1.vcf.gz"
"1"	"21650001"	"21700000"	"b433"	"ukb24304_c1_b433_v1.vcf.gz"
"1"	"21700001"	"21750000"	"b434"	"ukb24304_c1_b434_v1.vcf.gz"
"1"	"21750001"	"21800000"	"b435"	"ukb24304_c1_b435_v1.vcf.gz"
"1"	"21800001"	"21850000"	"b436"	"ukb24304_c1_b436_v1.vcf.gz"
"1"	"21850001"	"21900000"	"b437"	"ukb24304_c1_b437_v1.vcf.gz"
"1"	"21900001"	"21950000"	"b438"	"ukb24304_c1_b438_v1.vcf.gz"
"1"	"21950001"	"2.2e+07"	"b439"	"ukb24304_c1_b439_v1.vcf.gz"
"1"	"22000001"	"22050000"	"b440"	"ukb24304_c1_b440_v1.vcf.gz"
"1"	"22050001"	"22100000"	"b441"	"ukb24304_c1_b441_v1.vcf.gz"
"1"	"22100001"	"22150000"	"b442"	"ukb24304_c1_b442_v1.vcf.gz"
"1"	"22150001"	"22200000"	"b443"	"ukb24304_c1_b443_v1.vcf.gz"
"1"	"22200001"	"22250000"	"b444"	"ukb24304_c1_b444_v1.vcf.gz"
"1"	"22250001"	"22300000"	"b445"	"ukb24304_c1_b445_v1.vcf.gz"
"1"	"22300001"	"22350000"	"b446"	"ukb24304_c1_b446_v1.vcf.gz"
"1"	"22350001"	"22400000"	"b447"	"ukb24304_c1_b447_v1.vcf.gz"
"1"	"22400001"	"22450000"	"b448"	"ukb24304_c1_b448_v1.vcf.gz"
"1"	"22450001"	"22500000"	"b449"	"ukb24304_c1_b449_v1.vcf.gz"
"1"	"22500001"	"22550000"	"b450"	"ukb24304_c1_b450_v1.vcf.gz"
"1"	"22550001"	"22600000"	"b451"	"ukb24304_c1_b451_v1.vcf.gz"
"1"	"22600001"	"22650000"	"b452"	"ukb24304_c1_b452_v1.vcf.gz"
"1"	"22650001"	"22700000"	"b453"	"ukb24304_c1_b453_v1.vcf.gz"
"1"	"22700001"	"22750000"	"b454"	"ukb24304_c1_b454_v1.vcf.gz"
"1"	"22750001"	"22800000"	"b455"	"ukb24304_c1_b455_v1.vcf.gz"
"1"	"22800001"	"22850000"	"b456"	"ukb24304_c1_b456_v1.vcf.gz"
"1"	"22850001"	"22900000"	"b457"	"ukb24304_c1_b457_v1.vcf.gz"
"1"	"22900001"	"22950000"	"b458"	"ukb24304_c1_b458_v1.vcf.gz"
"1"	"22950001"	"2.3e+07"	"b459"	"ukb24304_c1_b459_v1.vcf.gz"
"1"	"23000001"	"23050000"	"b460"	"ukb24304_c1_b460_v1.vcf.gz"
"1"	"23050001"	"23100000"	"b461"	"ukb24304_c1_b461_v1.vcf.gz"
"1"	"23100001"	"23150000"	"b462"	"ukb24304_c1_b462_v1.vcf.gz"
"1"	"23150001"	"23200000"	"b463"	"ukb24304_c1_b463_v1.vcf.gz"
"1"	"23200001"	"23250000"	"b464"	"ukb24304_c1_b464_v1.vcf.gz"
"1"	"23250001"	"23300000"	"b465"	"ukb24304_c1_b465_v1.vcf.gz"
"1"	"23300001"	"23350000"	"b466"	"ukb24304_c1_b466_v1.vcf.gz"
"1"	"23350001"	"23400000"	"b467"	"ukb24304_c1_b467_v1.vcf.gz"
"1"	"23400001"	"23450000"	"b468"	"ukb24304_c1_b468_v1.vcf.gz"
"1"	"23450001"	"23500000"	"b469"	"ukb24304_c1_b469_v1.vcf.gz"
"1"	"23500001"	"23550000"	"b470"	"ukb24304_c1_b470_v1.vcf.gz"
"1"	"23550001"	"23600000"	"b471"	"ukb24304_c1_b471_v1.vcf.gz"
"1"	"23600001"	"23650000"	"b472"	"ukb24304_c1_b472_v1.vcf.gz"
"1"	"23650001"	"23700000"	"b473"	"ukb24304_c1_b473_v1.vcf.gz"
"1"	"23700001"	"23750000"	"b474"	"ukb24304_c1_b474_v1.vcf.gz"
"1"	"23750001"	"23800000"	"b475"	"ukb24304_c1_b475_v1.vcf.gz"
"1"	"23800001"	"23850000"	"b476"	"ukb24304_c1_b476_v1.vcf.gz"
"1"	"23850001"	"23900000"	"b477"	"ukb24304_c1_b477_v1.vcf.gz"
"1"	"23900001"	"23950000"	"b478"	"ukb24304_c1_b478_v1.vcf.gz"
"1"	"23950001"	"2.4e+07"	"b479"	"ukb24304_c1_b479_v1.vcf.gz"
"1"	"24000001"	"24050000"	"b480"	"ukb24304_c1_b480_v1.vcf.gz"
"1"	"24050001"	"24100000"	"b481"	"ukb24304_c1_b481_v1.vcf.gz"
"1"	"24100001"	"24150000"	"b482"	"ukb24304_c1_b482_v1.vcf.gz"
"1"	"24150001"	"24200000"	"b483"	"ukb24304_c1_b483_v1.vcf.gz"
"1"	"24200001"	"24250000"	"b484"	"ukb24304_c1_b484_v1.vcf.gz"
"1"	"24250001"	"24300000"	"b485"	"ukb24304_c1_b485_v1.vcf.gz"
"1"	"24300001"	"24350000"	"b486"	"ukb24304_c1_b486_v1.vcf.gz"
"1"	"24350001"	"24400000"	"b487"	"ukb24304_c1_b487_v1.vcf.gz"
"1"	"24400001"	"24450000"	"b488"	"ukb24304_c1_b488_v1.vcf.gz"
"1"	"24450001"	"24500000"	"b489"	"ukb24304_c1_b489_v1.vcf.gz"
"1"	"24500001"	"24550000"	"b490"	"ukb24304_c1_b490_v1.vcf.gz"
"1"	"24550001"	"24600000"	"b491"	"ukb24304_c1_b491_v1.vcf.gz"
"1"	"24600001"	"24650000"	"b492"	"ukb24304_c1_b492_v1.vcf.gz"
"1"	"24650001"	"24700000"	"b493"	"ukb24304_c1_b493_v1.vcf.gz"
"1"	"24700001"	"24750000"	"b494"	"ukb24304_c1_b494_v1.vcf.gz"
"1"	"24750001"	"24800000"	"b495"	"ukb24304_c1_b495_v1.vcf.gz"
"1"	"24800001"	"24850000"	"b496"	"ukb24304_c1_b496_v1.vcf.gz"
"1"	"24850001"	"24900000"	"b497"	"ukb24304_c1_b497_v1.vcf.gz"
"1"	"24900001"	"24950000"	"b498"	"ukb24304_c1_b498_v1.vcf.gz"
"1"	"24950001"	"2.5e+07"	"b499"	"ukb24304_c1_b499_v1.vcf.gz"
"1"	"25000001"	"25050000"	"b500"	"ukb24304_c1_b500_v1.vcf.gz"
"1"	"25050001"	"25100000"	"b501"	"ukb24304_c1_b501_v1.vcf.gz"
"1"	"25100001"	"25150000"	"b502"	"ukb24304_c1_b502_v1.vcf.gz"
"1"	"25150001"	"25200000"	"b503"	"ukb24304_c1_b503_v1.vcf.gz"
"1"	"25200001"	"25250000"	"b504"	"ukb24304_c1_b504_v1.vcf.gz"
"1"	"25250001"	"25300000"	"b505"	"ukb24304_c1_b505_v1.vcf.gz"
"1"	"25300001"	"25350000"	"b506"	"ukb24304_c1_b506_v1.vcf.gz"
"1"	"25350001"	"25400000"	"b507"	"ukb24304_c1_b507_v1.vcf.gz"
"1"	"25400001"	"25450000"	"b508"	"ukb24304_c1_b508_v1.vcf.gz"
"1"	"25450001"	"25500000"	"b509"	"ukb24304_c1_b509_v1.vcf.gz"
"1"	"25500001"	"25550000"	"b510"	"ukb24304_c1_b510_v1.vcf.gz"
"1"	"25550001"	"25600000"	"b511"	"ukb24304_c1_b511_v1.vcf.gz"
"1"	"25600001"	"25650000"	"b512"	"ukb24304_c1_b512_v1.vcf.gz"
"1"	"25650001"	"25700000"	"b513"	"ukb24304_c1_b513_v1.vcf.gz"
"1"	"25700001"	"25750000"	"b514"	"ukb24304_c1_b514_v1.vcf.gz"
"1"	"25750001"	"25800000"	"b515"	"ukb24304_c1_b515_v1.vcf.gz"
"1"	"25800001"	"25850000"	"b516"	"ukb24304_c1_b516_v1.vcf.gz"
"1"	"25850001"	"25900000"	"b517"	"ukb24304_c1_b517_v1.vcf.gz"
"1"	"25900001"	"25950000"	"b518"	"ukb24304_c1_b518_v1.vcf.gz"
"1"	"25950001"	"2.6e+07"	"b519"	"ukb24304_c1_b519_v1.vcf.gz"
"1"	"26000001"	"26050000"	"b520"	"ukb24304_c1_b520_v1.vcf.gz"
"1"	"26050001"	"26100000"	"b521"	"ukb24304_c1_b521_v1.vcf.gz"
"1"	"26100001"	"26150000"	"b522"	"ukb24304_c1_b522_v1.vcf.gz"
"1"	"26150001"	"26200000"	"b523"	"ukb24304_c1_b523_v1.vcf.gz"
"1"	"26200001"	"26250000"	"b524"	"ukb24304_c1_b524_v1.vcf.gz"
"1"	"26250001"	"26300000"	"b525"	"ukb24304_c1_b525_v1.vcf.gz"
"1"	"26300001"	"26350000"	"b526"	"ukb24304_c1_b526_v1.vcf.gz"
"1"	"26350001"	"26400000"	"b527"	"ukb24304_c1_b527_v1.vcf.gz"
"1"	"26400001"	"26450000"	"b528"	"ukb24304_c1_b528_v1.vcf.gz"
"1"	"26450001"	"26500000"	"b529"	"ukb24304_c1_b529_v1.vcf.gz"
"1"	"26500001"	"26550000"	"b530"	"ukb24304_c1_b530_v1.vcf.gz"
"1"	"26550001"	"26600000"	"b531"	"ukb24304_c1_b531_v1.vcf.gz"
"1"	"26600001"	"26650000"	"b532"	"ukb24304_c1_b532_v1.vcf.gz"
"1"	"26650001"	"26700000"	"b533"	"ukb24304_c1_b533_v1.vcf.gz"
"1"	"26700001"	"26750000"	"b534"	"ukb24304_c1_b534_v1.vcf.gz"
"1"	"26750001"	"26800000"	"b535"	"ukb24304_c1_b535_v1.vcf.gz"
"1"	"26800001"	"26850000"	"b536"	"ukb24304_c1_b536_v1.vcf.gz"
"1"	"26850001"	"26900000"	"b537"	"ukb24304_c1_b537_v1.vcf.gz"
"1"	"26900001"	"26950000"	"b538"	"ukb24304_c1_b538_v1.vcf.gz"
"1"	"26950001"	"2.7e+07"	"b539"	"ukb24304_c1_b539_v1.vcf.gz"
"1"	"27000001"	"27050000"	"b540"	"ukb24304_c1_b540_v1.vcf.gz"
"1"	"27050001"	"27100000"	"b541"	"ukb24304_c1_b541_v1.vcf.gz"
"1"	"27100001"	"27150000"	"b542"	"ukb24304_c1_b542_v1.vcf.gz"
"1"	"27150001"	"27200000"	"b543"	"ukb24304_c1_b543_v1.vcf.gz"
"1"	"27200001"	"27250000"	"b544"	"ukb24304_c1_b544_v1.vcf.gz"
"1"	"27250001"	"27300000"	"b545"	"ukb24304_c1_b545_v1.vcf.gz"
"1"	"27300001"	"27350000"	"b546"	"ukb24304_c1_b546_v1.vcf.gz"
"1"	"27350001"	"27400000"	"b547"	"ukb24304_c1_b547_v1.vcf.gz"
"1"	"27400001"	"27450000"	"b548"	"ukb24304_c1_b548_v1.vcf.gz"
"1"	"27450001"	"27500000"	"b549"	"ukb24304_c1_b549_v1.vcf.gz"
"1"	"27500001"	"27550000"	"b550"	"ukb24304_c1_b550_v1.vcf.gz"
"1"	"27550001"	"27600000"	"b551"	"ukb24304_c1_b551_v1.vcf.gz"
"1"	"27600001"	"27650000"	"b552"	"ukb24304_c1_b552_v1.vcf.gz"
"1"	"27650001"	"27700000"	"b553"	"ukb24304_c1_b553_v1.vcf.gz"
"1"	"27700001"	"27750000"	"b554"	"ukb24304_c1_b554_v1.vcf.gz"
"1"	"27750001"	"27800000"	"b555"	"ukb24304_c1_b555_v1.vcf.gz"
"1"	"27800001"	"27850000"	"b556"	"ukb24304_c1_b556_v1.vcf.gz"
"1"	"27850001"	"27900000"	"b557"	"ukb24304_c1_b557_v1.vcf.gz"
"1"	"27900001"	"27950000"	"b558"	"ukb24304_c1_b558_v1.vcf.gz"
"1"	"27950001"	"2.8e+07"	"b559"	"ukb24304_c1_b559_v1.vcf.gz"
"1"	"28000001"	"28050000"	"b560"	"ukb24304_c1_b560_v1.vcf.gz"
"1"	"28050001"	"28100000"	"b561"	"ukb24304_c1_b561_v1.vcf.gz"
"1"	"28100001"	"28150000"	"b562"	"ukb24304_c1_b562_v1.vcf.gz"
"1"	"28150001"	"28200000"	"b563"	"ukb24304_c1_b563_v1.vcf.gz"
"1"	"28200001"	"28250000"	"b564"	"ukb24304_c1_b564_v1.vcf.gz"
"1"	"28250001"	"28300000"	"b565"	"ukb24304_c1_b565_v1.vcf.gz"
"1"	"28300001"	"28350000"	"b566"	"ukb24304_c1_b566_v1.vcf.gz"
"1"	"28350001"	"28400000"	"b567"	"ukb24304_c1_b567_v1.vcf.gz"
"1"	"28400001"	"28450000"	"b568"	"ukb24304_c1_b568_v1.vcf.gz"
"1"	"28450001"	"28500000"	"b569"	"ukb24304_c1_b569_v1.vcf.gz"
"1"	"28500001"	"28550000"	"b570"	"ukb24304_c1_b570_v1.vcf.gz"
"1"	"28550001"	"28600000"	"b571"	"ukb24304_c1_b571_v1.vcf.gz"
"1"	"28600001"	"28650000"	"b572"	"ukb24304_c1_b572_v1.vcf.gz"
"1"	"28650001"	"28700000"	"b573"	"ukb24304_c1_b573_v1.vcf.gz"
"1"	"28700001"	"28750000"	"b574"	"ukb24304_c1_b574_v1.vcf.gz"
"1"	"28750001"	"28800000"	"b575"	"ukb24304_c1_b575_v1.vcf.gz"
"1"	"28800001"	"28850000"	"b576"	"ukb24304_c1_b576_v1.vcf.gz"
"1"	"28850001"	"28900000"	"b577"	"ukb24304_c1_b577_v1.vcf.gz"
"1"	"28900001"	"28950000"	"b578"	"ukb24304_c1_b578_v1.vcf.gz"
"1"	"28950001"	"2.9e+07"	"b579"	"ukb24304_c1_b579_v1.vcf.gz"
"1"	"29000001"	"29050000"	"b580"	"ukb24304_c1_b580_v1.vcf.gz"
"1"	"29050001"	"29100000"	"b581"	"ukb24304_c1_b581_v1.vcf.gz"
"1"	"29100001"	"29150000"	"b582"	"ukb24304_c1_b582_v1.vcf.gz"
"1"	"29150001"	"29200000"	"b583"	"ukb24304_c1_b583_v1.vcf.gz"
"1"	"29200001"	"29250000"	"b584"	"ukb24304_c1_b584_v1.vcf.gz"
"1"	"29250001"	"29300000"	"b585"	"ukb24304_c1_b585_v1.vcf.gz"
"1"	"29300001"	"29350000"	"b586"	"ukb24304_c1_b586_v1.vcf.gz"
"1"	"29350001"	"29400000"	"b587"	"ukb24304_c1_b587_v1.vcf.gz"
"1"	"29400001"	"29450000"	"b588"	"ukb24304_c1_b588_v1.vcf.gz"
"1"	"29450001"	"29500000"	"b589"	"ukb24304_c1_b589_v1.vcf.gz"
"1"	"29500001"	"29550000"	"b590"	"ukb24304_c1_b590_v1.vcf.gz"
"1"	"29550001"	"29600000"	"b591"	"ukb24304_c1_b591_v1.vcf.gz"
"1"	"29600001"	"29650000"	"b592"	"ukb24304_c1_b592_v1.vcf.gz"
"1"	"29650001"	"29700000"	"b593"	"ukb24304_c1_b593_v1.vcf.gz"
"1"	"29700001"	"29750000"	"b594"	"ukb24304_c1_b594_v1.vcf.gz"
"1"	"29750001"	"29800000"	"b595"	"ukb24304_c1_b595_v1.vcf.gz"
"1"	"29800001"	"29850000"	"b596"	"ukb24304_c1_b596_v1.vcf.gz"
"1"	"29850001"	"29900000"	"b597"	"ukb24304_c1_b597_v1.vcf.gz"
"1"	"29900001"	"29950000"	"b598"	"ukb24304_c1_b598_v1.vcf.gz"
"1"	"29950001"	"3e+07"	"b599"	"ukb24304_c1_b599_v1.vcf.gz"
"1"	"30000001"	"30050000"	"b600"	"ukb24304_c1_b600_v1.vcf.gz"
"1"	"30050001"	"30100000"	"b601"	"ukb24304_c1_b601_v1.vcf.gz"
"1"	"30100001"	"30150000"	"b602"	"ukb24304_c1_b602_v1.vcf.gz"
"1"	"30150001"	"30200000"	"b603"	"ukb24304_c1_b603_v1.vcf.gz"
"1"	"30200001"	"30250000"	"b604"	"ukb24304_c1_b604_v1.vcf.gz"
"1"	"30250001"	"30300000"	"b605"	"ukb24304_c1_b605_v1.vcf.gz"
"1"	"30300001"	"30350000"	"b606"	"ukb24304_c1_b606_v1.vcf.gz"
"1"	"30350001"	"30400000"	"b607"	"ukb24304_c1_b607_v1.vcf.gz"
"1"	"30400001"	"30450000"	"b608"	"ukb24304_c1_b608_v1.vcf.gz"
"1"	"30450001"	"30500000"	"b609"	"ukb24304_c1_b609_v1.vcf.gz"
"1"	"30500001"	"30550000"	"b610"	"ukb24304_c1_b610_v1.vcf.gz"
"1"	"30550001"	"30600000"	"b611"	"ukb24304_c1_b611_v1.vcf.gz"
"1"	"30600001"	"30650000"	"b612"	"ukb24304_c1_b612_v1.vcf.gz"
"1"	"30650001"	"30700000"	"b613"	"ukb24304_c1_b613_v1.vcf.gz"
"1"	"30700001"	"30750000"	"b614"	"ukb24304_c1_b614_v1.vcf.gz"
"1"	"30750001"	"30800000"	"b615"	"ukb24304_c1_b615_v1.vcf.gz"
"1"	"30800001"	"30850000"	"b616"	"ukb24304_c1_b616_v1.vcf.gz"
"1"	"30850001"	"30900000"	"b617"	"ukb24304_c1_b617_v1.vcf.gz"
